HDR,ROLLING SYSTEM DEMAND
VD,20200319235500,26932
VD,20200320000000,26862
VD,20200320000500,26982
VD,20200320001000,27069
VD,20200320001500,27022
VD,20200320002000,26933
VD,20200320002500,26838
VD,20200320003000,26851
VD,20200320003500,27065
VD,20200320004000,27147
VD,20200320004500,27198
VD,20200320005000,27212
VD,20200320005500,27175
VD,20200320010000,27070
VD,20200320010500,27082
VD,20200320011000,27101
VD,20200320011500,27241
VD,20200320012000,27361
VD,20200320012500,27540
VD,20200320013000,27612
VD,20200320013500,27504
VD,20200320014000,27342
VD,20200320014500,27290
VD,20200320015000,27207
VD,20200320015500,27078
VD,20200320020000,27009
VD,20200320020500,27130
VD,20200320021000,27075
VD,20200320021500,26980
VD,20200320022000,26925
VD,20200320022500,26851
VD,20200320023000,26766
VD,20200320023500,26744
VD,20200320024000,26680
VD,20200320024500,26665
VD,20200320025000,26625
VD,20200320025500,26590
VD,20200320030000,26603
VD,20200320030500,26499
VD,20200320031000,26473
VD,20200320031500,26421
VD,20200320032000,26278
VD,20200320032500,26251
VD,20200320033000,26138
VD,20200320033500,26127
VD,20200320034000,26098
VD,20200320034500,26054
VD,20200320035000,26029
VD,20200320035500,25913
VD,20200320040000,25838
VD,20200320040500,25716
VD,20200320041000,25753
VD,20200320041500,25741
VD,20200320042000,25704
VD,20200320042500,25653
VD,20200320043000,25693
VD,20200320043500,25746
VD,20200320044000,25754
VD,20200320044500,25772
VD,20200320045000,25777
VD,20200320045500,25814
VD,20200320050000,25850
VD,20200320050500,26021
VD,20200320051000,26211
VD,20200320051500,26276
VD,20200320052000,26363
VD,20200320052500,26469
VD,20200320053000,26588
VD,20200320053500,26831
VD,20200320054000,27042
VD,20200320054500,27123
VD,20200320055000,27285
VD,20200320055500,27467
VD,20200320060000,27594
VD,20200320060500,27888
VD,20200320061000,28289
VD,20200320061500,28585
VD,20200320062000,28889
VD,20200320062500,29289
VD,20200320063000,29585
VD,20200320063500,30024
VD,20200320064000,30512
VD,20200320064500,30937
VD,20200320065000,31367
VD,20200320065500,31653
VD,20200320070000,31747
VD,20200320070500,32033
VD,20200320071000,32550
VD,20200320071500,32877
VD,20200320072000,33178
VD,20200320072500,33506
VD,20200320073000,33747
VD,20200320073500,33852
VD,20200320074000,33997
VD,20200320074500,33986
VD,20200320075000,34128
VD,20200320075500,34269
VD,20200320080000,34472
VD,20200320080500,34737
VD,20200320081000,34751
VD,20200320081500,34800
VD,20200320082000,34849
VD,20200320082500,34835
VD,20200320083000,34860
VD,20200320083500,34933
VD,20200320084000,34880
VD,20200320084500,34810
VD,20200320085000,34885
VD,20200320085500,34895
VD,20200320090000,34888
VD,20200320090500,34972
VD,20200320091000,35023
VD,20200320091500,34966
VD,20200320092000,34821
VD,20200320092500,34828
VD,20200320093000,34733
VD,20200320093500,34615
VD,20200320094000,34471
VD,20200320094500,34462
VD,20200320095000,34441
VD,20200320095500,34306
VD,20200320100000,34182
VD,20200320100500,34122
VD,20200320101000,34037
VD,20200320101500,34069
VD,20200320102000,34017
VD,20200320102500,33998
VD,20200320103000,33924
VD,20200320103500,33877
VD,20200320104000,33752
VD,20200320104500,33731
VD,20200320105000,33753
VD,20200320105500,33744
VD,20200320110000,33787
VD,20200320110500,33789
VD,20200320111000,33712
VD,20200320111500,33630
VD,20200320112000,33560
VD,20200320112500,33405
VD,20200320113000,33372
VD,20200320113500,33453
VD,20200320114000,33456
VD,20200320114500,33479
VD,20200320115000,33490
VD,20200320115500,33523
VD,20200320120000,33531
VD,20200320120500,33622
VD,20200320121000,33717
VD,20200320121500,33582
VD,20200320122000,33662
VD,20200320122500,33725
VD,20200320123000,33773
VD,20200320123500,33881
VD,20200320124000,33776
VD,20200320124500,33757
VD,20200320125000,33726
VD,20200320125500,33559
VD,20200320130000,33407
VD,20200320130500,33377
VD,20200320131000,33350
VD,20200320131500,33348
VD,20200320132000,33200
VD,20200320132500,33025
VD,20200320133000,32968
VD,20200320133500,32966
VD,20200320134000,32958
VD,20200320134500,32957
VD,20200320135000,32961
VD,20200320135500,32876
VD,20200320140000,32765
VD,20200320140500,32773
VD,20200320141000,32817
VD,20200320141500,32820
VD,20200320142000,32790
VD,20200320142500,32744
VD,20200320143000,32703
VD,20200320143500,32630
VD,20200320144000,32587
VD,20200320144500,32619
VD,20200320145000,32668
VD,20200320145500,32637
VD,20200320150000,32641
VD,20200320150500,32693
VD,20200320151000,32827
VD,20200320151500,32898
VD,20200320152000,32925
VD,20200320152500,32977
VD,20200320153000,32920
VD,20200320153500,33018
VD,20200320154000,33090
VD,20200320154500,33174
VD,20200320155000,33270
VD,20200320155500,33425
VD,20200320160000,33577
VD,20200320160500,33734
VD,20200320161000,33787
VD,20200320161500,33746
VD,20200320162000,33865
VD,20200320162500,34030
VD,20200320163000,34204
VD,20200320163500,34573
VD,20200320164000,35006
VD,20200320164500,35193
VD,20200320165000,35465
VD,20200320165500,35702
VD,20200320170000,35956
VD,20200320170500,35790
VD,20200320171000,35948
VD,20200320171500,35770
VD,20200320172000,35855
VD,20200320172500,36270
VD,20200320173000,36097
VD,20200320173500,36341
VD,20200320174000,36357
VD,20200320174500,36710
VD,20200320175000,37016
VD,20200320175500,37069
VD,20200320180000,37195
VD,20200320180500,37512
VD,20200320181000,37642
VD,20200320181500,37956
VD,20200320182000,38322
VD,20200320182500,38751
VD,20200320183000,38919
VD,20200320183500,39023
VD,20200320184000,39085
VD,20200320184500,39444
VD,20200320185000,39678
VD,20200320185500,39882
VD,20200320190000,39799
VD,20200320190500,39732
VD,20200320191000,39629
VD,20200320191500,39403
VD,20200320192000,39191
VD,20200320192500,38948
VD,20200320193000,38766
VD,20200320193500,38781
VD,20200320194000,38614
VD,20200320194500,38447
VD,20200320195000,38085
VD,20200320195500,37662
VD,20200320200000,37492
VD,20200320200500,37321
VD,20200320201000,37045
VD,20200320201500,36759
VD,20200320202000,36539
VD,20200320202500,36225
VD,20200320203000,36023
VD,20200320203500,35914
VD,20200320204000,35613
VD,20200320204500,35005
VD,20200320205000,34748
VD,20200320205500,34570
VD,20200320210000,34233
VD,20200320210500,33867
VD,20200320211000,33836
VD,20200320211500,33455
VD,20200320212000,33165
VD,20200320212500,32895
VD,20200320213000,32612
VD,20200320213500,32385
VD,20200320214000,32177
VD,20200320214500,31710
VD,20200320215000,31422
VD,20200320215500,31109
VD,20200320220000,30922
VD,20200320220500,30621
VD,20200320221000,30289
VD,20200320221500,30002
VD,20200320222000,29661
VD,20200320222500,29369
VD,20200320223000,29130
VD,20200320223500,29009
VD,20200320224000,28830
VD,20200320224500,28444
VD,20200320225000,28093
VD,20200320225500,27933
VD,20200320230000,27757
VD,20200320230500,27318
VD,20200320231000,26945
VD,20200320231500,26789
VD,20200320232000,26497
VD,20200320232500,26179
VD,20200320233000,25920
VD,20200320233500,25731
VD,20200320234000,25660
VD,20200320234500,25521
VD,20200320235000,25433
VD,20200320235500,25302
VD,20200321000000,25164
VD,20200321000500,25290
VD,20200321001000,25360
VD,20200321001500,25285
VD,20200321002000,25238
VD,20200321002500,25019
VD,20200321003000,24955
VD,20200321003500,25255
VD,20200321004000,25349
VD,20200321004500,25319
VD,20200321005000,25413
VD,20200321005500,25450
VD,20200321010000,25374
VD,20200321010500,25262
VD,20200321011000,25122
VD,20200321011500,24949
VD,20200321012000,24865
VD,20200321012500,24732
VD,20200321013000,24582
VD,20200321013500,24453
VD,20200321014000,24333
VD,20200321014500,24253
VD,20200321015000,24214
VD,20200321015500,24199
VD,20200321020000,24137
VD,20200321020500,23946
VD,20200321021000,23934
VD,20200321021500,23899
VD,20200321022000,23862
VD,20200321022500,23834
VD,20200321023000,23828
VD,20200321023500,24031
VD,20200321024000,24127
VD,20200321024500,24126
VD,20200321025000,24110
VD,20200321025500,24217
VD,20200321030000,24160
VD,20200321030500,24159
VD,20200321031000,24011
VD,20200321031500,23961
VD,20200321032000,23911
VD,20200321032500,23832
VD,20200321033000,23717
VD,20200321033500,23640
VD,20200321034000,23617
VD,20200321034500,23513
VD,20200321035000,23402
VD,20200321035500,23258
VD,20200321040000,23244
VD,20200321040500,23148
VD,20200321041000,23185
VD,20200321041500,23161
VD,20200321042000,23151
VD,20200321042500,23092
VD,20200321043000,23064
VD,20200321043500,23099
VD,20200321044000,23113
VD,20200321044500,23126
VD,20200321045000,23212
VD,20200321045500,23277
VD,20200321050000,23313
VD,20200321050500,23437
VD,20200321051000,23496
VD,20200321051500,23575
VD,20200321052000,23562
VD,20200321052500,23520
VD,20200321053000,23559
VD,20200321053500,23729
VD,20200321054000,23824
VD,20200321054500,23855
VD,20200321055000,23922
VD,20200321055500,23937
VD,20200321060000,23929
VD,20200321060500,23968
VD,20200321061000,24223
VD,20200321061500,24412
VD,20200321062000,24569
VD,20200321062500,24608
VD,20200321063000,24640
VD,20200321063500,24585
VD,20200321064000,24506
VD,20200321064500,24476
VD,20200321065000,24473
VD,20200321065500,24564
VD,20200321070000,24668
VD,20200321070500,24985
VD,20200321071000,25130
VD,20200321071500,25181
VD,20200321072000,25271
VD,20200321072500,25388
VD,20200321073000,25323
VD,20200321073500,25241
VD,20200321074000,25154
VD,20200321074500,24997
VD,20200321075000,25055
VD,20200321075500,25021
VD,20200321080000,24982
VD,20200321080500,25088
VD,20200321081000,25119
VD,20200321081500,25272
VD,20200321082000,25239
VD,20200321082500,25309
VD,20200321083000,25456
VD,20200321083500,25525
VD,20200321084000,25551
VD,20200321084500,25567
VD,20200321085000,25497
VD,20200321085500,25461
VD,20200321090000,25450
VD,20200321090500,25397
VD,20200321091000,25437
VD,20200321091500,25481
VD,20200321092000,25536
VD,20200321092500,25549
VD,20200321093000,25575
VD,20200321093500,25518
VD,20200321094000,25464
VD,20200321094500,25434
VD,20200321095000,25384
VD,20200321095500,25435
VD,20200321100000,25372
VD,20200321100500,24939
VD,20200321101000,24809
VD,20200321101500,24969
VD,20200321102000,24835
VD,20200321102500,24748
VD,20200321103000,24682
VD,20200321103500,24648
VD,20200321104000,24554
VD,20200321104500,24572
VD,20200321105000,24624
VD,20200321105500,24652
VD,20200321110000,24653
VD,20200321110500,24681
VD,20200321111000,24672
VD,20200321111500,24717
VD,20200321112000,24714
VD,20200321112500,24764
VD,20200321113000,24754
VD,20200321113500,24831
VD,20200321114000,24821
VD,20200321114500,24813
VD,20200321115000,24827
VD,20200321115500,24874
VD,20200321120000,24877
VD,20200321120500,24636
VD,20200321121000,24638
VD,20200321121500,24724
VD,20200321122000,24794
VD,20200321122500,24825
VD,20200321123000,23947
VD,20200321123500,25050
VD,20200321124000,25081
VD,20200321124500,24985
VD,20200321125000,25132
VD,20200321125500,25138
VD,20200321130000,25054
VD,20200321130500,25156
VD,20200321131000,25242
VD,20200321131500,25287
VD,20200321132000,25290
VD,20200321132500,25270
VD,20200321133000,25229
VD,20200321133500,25268
VD,20200321134000,25211
VD,20200321134500,25119
VD,20200321135000,25008
VD,20200321135500,25020
VD,20200321140000,25055
VD,20200321140500,25018
VD,20200321141000,24883
VD,20200321141500,25116
VD,20200321142000,25254
VD,20200321142500,25254
VD,20200321143000,25402
VD,20200321143500,25631
VD,20200321144000,25609
VD,20200321144500,25538
VD,20200321145000,25601
VD,20200321145500,25604
VD,20200321150000,25681
VD,20200321150500,26028
VD,20200321151000,26033
VD,20200321151500,26038
VD,20200321152000,26226
VD,20200321152500,26332
VD,20200321153000,26445
VD,20200321153500,26587
VD,20200321154000,26703
VD,20200321154500,26866
VD,20200321155000,27249
VD,20200321155500,27421
VD,20200321160000,27733
VD,20200321160500,28142
VD,20200321161000,28368
VD,20200321161500,28447
VD,20200321162000,28750
VD,20200321162500,28975
VD,20200321163000,29226
VD,20200321163500,29612
VD,20200321164000,29904
VD,20200321164500,30362
VD,20200321165000,30792
VD,20200321165500,31134
VD,20200321170000,31395
VD,20200321170500,32005
VD,20200321171000,32444
VD,20200321171500,32807
VD,20200321172000,33007
VD,20200321172500,33239
VD,20200321173000,33631
VD,20200321173500,33880
VD,20200321174000,34053
VD,20200321174500,34304
VD,20200321175000,34659
VD,20200321175500,34946
VD,20200321180000,35316
VD,20200321180500,35554
VD,20200321181000,35674
VD,20200321181500,35844
VD,20200321182000,36036
VD,20200321182500,36254
VD,20200321183000,36329
VD,20200321183500,36610
VD,20200321184000,36809
VD,20200321184500,36923
VD,20200321185000,37094
VD,20200321185500,37147
VD,20200321190000,37117
VD,20200321190500,37042
VD,20200321191000,36899
VD,20200321191500,36786
VD,20200321192000,36738
VD,20200321192500,36607
VD,20200321193000,36381
VD,20200321193500,36046
VD,20200321194000,35981
VD,20200321194500,35776
VD,20200321195000,35500
VD,20200321195500,35277
VD,20200321200000,34865
VD,20200321200500,34490
VD,20200321201000,34490
VD,20200321201500,34379
VD,20200321202000,34091
VD,20200321202500,33976
VD,20200321203000,33743
VD,20200321203500,33630
VD,20200321204000,33262
VD,20200321204500,33067
VD,20200321205000,32877
VD,20200321205500,32784
VD,20200321210000,32635
VD,20200321210500,32488
VD,20200321211000,32237
VD,20200321211500,31802
VD,20200321212000,31624
VD,20200321212500,31388
VD,20200321213000,31287
VD,20200321213500,31064
VD,20200321214000,30789
VD,20200321214500,30525
VD,20200321215000,30184
VD,20200321215500,29905
VD,20200321220000,29713
VD,20200321220500,29455
VD,20200321221000,29132
VD,20200321221500,28824
VD,20200321222000,28554
VD,20200321222500,28280
VD,20200321223000,28119
VD,20200321223500,28069
VD,20200321224000,27883
VD,20200321224500,27620
VD,20200321225000,27408
VD,20200321225500,27271
VD,20200321230000,27148
VD,20200321230500,26799
VD,20200321231000,26710
VD,20200321231500,26470
VD,20200321232000,26317
VD,20200321232500,26144
VD,20200321233000,25953
VD,20200321233500,25857
VD,20200321234000,25808
VD,20200321234500,25660
VD,20200321235000,25529
VD,20200321235500,25366
VD,20200322000000,25282
VD,20200322000500,25442
VD,20200322001000,25444
VD,20200322001500,25400
VD,20200322002000,25385
VD,20200322002500,25407
VD,20200322003000,25422
VD,20200322003500,25773
VD,20200322004000,25912
VD,20200322004500,25846
VD,20200322005000,25840
VD,20200322005500,25762
VD,20200322010000,25656
VD,20200322010500,25687
VD,20200322011000,25597
VD,20200322011500,25447
VD,20200322012000,25347
VD,20200322012500,25253
VD,20200322013000,25180
VD,20200322013500,25103
VD,20200322014000,24998
VD,20200322014500,24796
VD,20200322015000,24710
VD,20200322015500,24699
VD,20200322020000,24649
VD,20200322020500,24619
VD,20200322021000,24542
VD,20200322021500,24610
VD,20200322022000,24513
VD,20200322022500,24375
VD,20200322023000,24301
VD,20200322023500,24321
VD,20200322024000,24283
VD,20200322024500,24227
VD,20200322025000,24090
VD,20200322025500,24064
VD,20200322030000,24002
VD,20200322030500,24017
VD,20200322031000,23989
VD,20200322031500,23966
VD,20200322032000,23920
VD,20200322032500,23830
VD,20200322033000,23698
VD,20200322033500,23624
VD,20200322034000,23563
VD,20200322034500,23419
VD,20200322035000,23274
VD,20200322035500,23145
VD,20200322040000,23004
VD,20200322040500,23030
VD,20200322041000,23099
VD,20200322041500,23097
VD,20200322042000,23045
VD,20200322042500,23024
VD,20200322043000,22982
VD,20200322043500,22893
VD,20200322044000,22838
VD,20200322044500,22797
VD,20200322045000,22886
VD,20200322045500,23073
VD,20200322050000,23264
VD,20200322050500,23383
VD,20200322051000,23484
VD,20200322051500,23594
VD,20200322052000,23613
VD,20200322052500,23678
VD,20200322053000,23695
VD,20200322053500,23715
VD,20200322054000,23671
VD,20200322054500,23557
VD,20200322055000,23489
VD,20200322055500,23286
VD,20200322060000,23283
VD,20200322060500,23416
VD,20200322061000,23566
VD,20200322061500,23634
VD,20200322062000,23666
VD,20200322062500,23697
VD,20200322063000,23779
VD,20200322063500,24007
VD,20200322064000,24319
VD,20200322064500,24505
VD,20200322065000,24574
VD,20200322065500,24656
VD,20200322070000,24670
VD,20200322070500,24532
VD,20200322071000,24423
VD,20200322071500,24272
VD,20200322072000,24230
VD,20200322072500,24269
VD,20200322073000,24298
VD,20200322073500,24215
VD,20200322074000,24239
VD,20200322074500,24192
VD,20200322075000,24189
VD,20200322075500,24166
VD,20200322080000,24191
VD,20200322080500,24314
VD,20200322081000,24371
VD,20200322081500,24385
VD,20200322082000,24507
VD,20200322082500,24633
VD,20200322083000,24715
VD,20200322083500,24719
VD,20200322084000,24773
VD,20200322084500,24857
VD,20200322085000,24876
VD,20200322085500,24852
VD,20200322090000,24860
VD,20200322090500,25089
VD,20200322091000,25072
VD,20200322091500,25080
VD,20200322092000,25011
VD,20200322092500,24982
VD,20200322093000,24930
VD,20200322093500,24929
VD,20200322094000,24923
VD,20200322094500,24907
VD,20200322095000,24848
VD,20200322095500,24936
VD,20200322100000,24925
VD,20200322100500,24929
VD,20200322101000,25144
VD,20200322101500,25080
VD,20200322102000,25012
VD,20200322102500,24928
VD,20200322103000,24825
VD,20200322103500,24898
VD,20200322104000,24997
VD,20200322104500,24985
VD,20200322105000,24965
VD,20200322105500,24952
VD,20200322110000,24945
VD,20200322110500,24917
VD,20200322111000,24844
VD,20200322111500,24830
VD,20200322112000,24827
VD,20200322112500,24812
VD,20200322113000,24790
VD,20200322113500,24801
VD,20200322114000,24833
VD,20200322114500,24838
VD,20200322115000,24878
VD,20200322115500,24905
VD,20200322120000,25000
VD,20200322120500,24929
VD,20200322121000,24974
VD,20200322121500,25029
VD,20200322122000,25082
VD,20200322122500,25103
VD,20200322123000,25115
VD,20200322123500,25025
VD,20200322124000,25007
VD,20200322124500,24975
VD,20200322125000,25009
VD,20200322125500,25086
VD,20200322130000,25044
VD,20200322130500,25034
VD,20200322131000,25026
VD,20200322131500,24991
VD,20200322132000,25004
VD,20200322132500,24847
VD,20200322133000,24732
VD,20200322133500,24626
VD,20200322134000,24598
VD,20200322134500,24548
VD,20200322135000,24520
VD,20200322135500,24447
VD,20200322140000,24293
VD,20200322140500,24308
VD,20200322141000,24315
VD,20200322141500,24396
VD,20200322142000,24516
VD,20200322142500,24577
VD,20200322143000,24518
VD,20200322143500,24580
VD,20200322144000,24600
VD,20200322144500,24618
VD,20200322145000,24644
VD,20200322145500,24854
VD,20200322150000,25106
VD,20200322150500,25219
VD,20200322151000,25463
VD,20200322151500,25524
VD,20200322152000,25687
VD,20200322152500,25819
VD,20200322153000,25981
VD,20200322153500,26178
VD,20200322154000,26417
VD,20200322154500,26720
VD,20200322155000,26993
VD,20200322155500,27144
VD,20200322160000,27365
VD,20200322160500,27842
VD,20200322161000,28076
VD,20200322161500,28506
VD,20200322162000,28765
VD,20200322162500,29008
VD,20200322163000,29231
VD,20200322163500,29516
VD,20200322164000,29899
VD,20200322164500,30486
VD,20200322165000,30926
VD,20200322165500,31270
VD,20200322170000,31625
VD,20200322170500,31944
VD,20200322171000,32228
VD,20200322171500,32477
VD,20200322172000,32578
VD,20200322172500,32874
VD,20200322173000,33097
VD,20200322173500,33064
VD,20200322174000,33450
VD,20200322174500,33778
VD,20200322175000,33985
VD,20200322175500,34207
VD,20200322180000,34489
VD,20200322180500,34750
VD,20200322181000,34872
VD,20200322181500,35106
VD,20200322182000,35412
VD,20200322182500,35667
VD,20200322183000,35808
VD,20200322183500,35985
VD,20200322184000,36124
VD,20200322184500,36317
VD,20200322185000,36460
VD,20200322185500,36535
VD,20200322190000,36415
VD,20200322190500,36201
VD,20200322191000,36169
VD,20200322191500,36085
VD,20200322192000,35942
VD,20200322192500,35685
VD,20200322193000,35370
VD,20200322193500,35286
VD,20200322194000,35153
VD,20200322194500,35189
VD,20200322195000,34911
VD,20200322195500,34672
VD,20200322200000,34412
VD,20200322200500,34435
VD,20200322201000,34473
VD,20200322201500,34224
VD,20200322202000,33917
VD,20200322202500,33763
VD,20200322203000,33467
VD,20200322203500,33158
VD,20200322204000,32843
VD,20200322204500,32660
VD,20200322205000,32514
VD,20200322205500,32358
VD,20200322210000,32190
VD,20200322210500,31892
VD,20200322211000,31532
VD,20200322211500,31282
VD,20200322212000,31086
VD,20200322212500,30930
VD,20200322213000,30750
VD,20200322213500,30440
VD,20200322214000,30019
VD,20200322214500,29609
VD,20200322215000,29397
VD,20200322215500,29108
VD,20200322220000,29055
VD,20200322220500,28924
VD,20200322221000,28591
VD,20200322221500,28373
VD,20200322222000,28073
VD,20200322222500,27823
VD,20200322223000,27743
VD,20200322223500,27629
FTR,2000
